education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
 Not Graduate, No,4500000,11700000,18,775, Approved
 Graduate, No,4900000,16000000,12,710, Approved
 Not Graduate, Yes,700000,2500000,8,321, Rejected
 Graduate, No,9400000,28300000,20,761, Approved
 Not Graduate, Yes,8300000,31400000,6,674, Rejected
 Graduate, Yes,5600000,13000000,4,899, Approved
 Not Graduate, Yes,4400000,12300000,8,567, Approved
 Graduate, No,2100000,5400000,8,771, Approved
 Not Graduate, Yes,4400000,10600000,4,360, Rejected
 Not Graduate, No,6300000,19600000,6,425, Rejected
 Graduate, No,9900000,30000000,18,496, Rejected
 Not Graduate, No,700000,1600000,20,705, Approved
 Not Graduate, No,3600000,12400000,14,427, Rejected
 Not Graduate, Yes,5600000,21000000,2,552, Approved
 Not Graduate, Yes,1000000,3700000,8,725, Approved
 Graduate, Yes,6400000,15600000,8,553, Approved
 Not Graduate, No,8900000,19100000,2,725, Approved
 Graduate, No,9900000,26100000,2,481, Rejected
 Graduate, Yes,4000000,8600000,4,847, Approved
 Not Graduate, Yes,7300000,25700000,10,666, Approved
 Not Graduate, No,8100000,25400000,6,477, Rejected
 Graduate, Yes,6800000,22100000,4,446, Approved
 Not Graduate, Yes,2600000,8200000,8,630, Approved
 Not Graduate, Yes,300000,1100000,20,613, Approved
 Graduate, Yes,2400000,7500000,4,851, Approved
 Not Graduate, No,6000000,20600000,12,339, Rejected
 Graduate, Yes,3800000,11100000,16,857, Approved
 Graduate, Yes,7000000,22100000,14,467, Rejected
 Graduate, Yes,5400000,12900000,16,355, Rejected
 Not Graduate, No,6400000,16400000,6,428, Rejected
 Not Graduate, Yes,7000000,24000000,14,450, Rejected
 Not Graduate, Yes,2100000,4600000,4,348, Rejected
 Not Graduate, Yes,4400000,15000000,12,459, Rejected
 Not Graduate, No,8000000,31000000,8,847, Approved
 Not Graduate, Yes,3900000,8300000,18,523, Rejected
 Graduate, No,4700000,15200000,10,786, Approved
 Graduate, No,6800000,21200000,14,300, Rejected
 Not Graduate, Yes,1800000,6500000,12,728, Approved
 Not Graduate, Yes,8600000,32000000,4,497, Approved
 Not Graduate, Yes,3600000,13700000,10,548, Rejected
 Graduate, Yes,6800000,22900000,6,576, Approved
 Graduate, Yes,1100000,4100000,20,863, Approved
 Graduate, Yes,4000000,8400000,8,717, Approved
 Graduate, No,2500000,5900000,12,668, Approved
 Graduate, No,5400000,17400000,10,335, Rejected
 Not Graduate, No,6600000,13600000,4,861, Approved
 Not Graduate, No,6000000,14900000,2,321, Rejected
 Graduate, Yes,2200000,8300000,10,585, Approved
 Graduate, No,8800000,18500000,10,704, Approved
 Not Graduate, Yes,4000000,10300000,4,819, Approved
 Not Graduate, Yes,3600000,12400000,18,494, Rejected
 Graduate, Yes,8100000,22500000,2,808, Approved
 Not Graduate, Yes,5200000,11000000,12,830, Approved
 Graduate, No,1100000,2800000,14,473, Rejected
 Graduate, No,7500000,29800000,4,392, Approved
 Not Graduate, No,7700000,20300000,12,806, Approved
 Not Graduate, No,5700000,21400000,8,340, Rejected
 Graduate, Yes,5000000,13900000,8,555, Approved
 Not Graduate, No,500000,1200000,16,499, Rejected
 Graduate, No,8900000,21300000,10,467, Rejected
 Not Graduate, No,1700000,6600000,4,797, Approved
 Not Graduate, Yes,500000,1300000,18,762, Approved
 Not Graduate, Yes,9900000,36500000,16,562, Approved
 Graduate, No,8400000,21800000,2,492, Rejected
 Not Graduate, Yes,500000,1700000,4,824, Approved
 Graduate, No,1700000,5700000,10,602, Approved
 Not Graduate, Yes,6500000,18300000,10,722, Approved
 Not Graduate, No,8900000,28400000,6,709, Approved
 Not Graduate, No,400000,1400000,4,302, Approved
 Not Graduate, No,5700000,12300000,6,364, Rejected
 Not Graduate, Yes,9600000,23800000,12,389, Rejected
 Graduate, Yes,8500000,20000000,16,786, Approved
 Graduate, No,4000000,11500000,8,434, Rejected
 Not Graduate, Yes,6300000,18100000,6,671, Approved
 Graduate, Yes,4000000,14700000,8,376, Rejected
 Graduate, No,9400000,32200000,6,898, Approved
 Graduate, Yes,4100000,15500000,10,836, Approved
 Graduate, Yes,1100000,4400000,6,515, Rejected
 Not Graduate, No,8700000,24800000,20,360, Rejected
 Graduate, Yes,4900000,12800000,2,691, Approved
 Not Graduate, Yes,2800000,9100000,14,510, Rejected
 Graduate, No,9600000,23200000,18,389, Rejected
 Graduate, Yes,6900000,19000000,14,348, Rejected
 Not Graduate, Yes,2300000,8100000,2,504, Approved
 Not Graduate, No,6800000,21300000,20,658, Approved
 Not Graduate, Yes,2200000,5400000,16,641, Approved
 Not Graduate, No,5900000,19800000,20,327, Rejected
 Graduate, Yes,7000000,20300000,18,726, Approved
 Graduate, Yes,9600000,34100000,20,828, Approved
 Graduate, No,6500000,14500000,12,755, Approved
 Not Graduate, Yes,3800000,7600000,20,788, Approved
 Graduate, No,9400000,25100000,20,832, Approved
 Not Graduate, No,2100000,8200000,4,554, Approved
 Not Graduate, Yes,8500000,26200000,8,811, Approved
 Graduate, Yes,3800000,12000000,2,649, Approved
 Not Graduate, Yes,3400000,9700000,20,830, Approved
 Graduate, Yes,5600000,11700000,6,707, Approved
 Graduate, Yes,8500000,33700000,10,483, Rejected
 Not Graduate, Yes,2100000,5500000,18,349, Rejected
 Graduate, No,400000,1500000,4,846, Approved
 Not Graduate, No,7900000,31500000,20,386, Rejected
 Not Graduate, No,6900000,19200000,12,408, Rejected
 Not Graduate, Yes,1800000,3900000,2,764, Approved
 Graduate, Yes,1200000,3200000,18,473, Rejected
 Not Graduate, No,3600000,9800000,12,654, Approved
 Graduate, No,7200000,22800000,2,551, Approved
 Graduate, No,9400000,21800000,6,850, Approved
 Graduate, No,9000000,24200000,4,646, Approved
 Not Graduate, Yes,1000000,2100000,8,793, Approved
 Not Graduate, No,5600000,19900000,16,551, Approved
 Graduate, No,900000,2600000,4,346, Rejected
 Not Graduate, Yes,9000000,19100000,14,540, Rejected
 Not Graduate, No,3100000,9000000,20,892, Approved
 Not Graduate, Yes,8000000,20700000,6,570, Approved
 Not Graduate, Yes,3500000,11300000,16,874, Approved
 Graduate, No,3900000,12600000,8,553, Approved
 Graduate, No,9700000,34500000,10,649, Approved
 Graduate, No,4500000,15800000,14,439, Rejected
 Not Graduate, No,6800000,24800000,8,621, Approved
 Not Graduate, No,6300000,18600000,14,872, Approved
 Graduate, No,4900000,18500000,8,492, Rejected
 Graduate, No,4800000,18600000,6,618, Approved
 Graduate, No,7500000,15800000,18,458, Rejected
 Not Graduate, No,5200000,13900000,4,422, Rejected
 Not Graduate, Yes,9400000,30900000,20,873, Approved
 Not Graduate, No,3200000,10000000,14,610, Approved
 Not Graduate, Yes,3600000,13200000,20,546, Rejected
 Not Graduate, Yes,3400000,7200000,8,741, Approved
 Graduate, No,2100000,8200000,6,754, Approved
 Graduate, No,7200000,15100000,8,379, Rejected
 Graduate, No,4500000,16900000,18,455, Rejected
 Graduate, Yes,2600000,9000000,20,615, Approved
 Graduate, Yes,6400000,21700000,10,384, Rejected
 Graduate, No,6400000,25100000,16,628, Approved
 Graduate, No,3100000,11200000,16,865, Approved
 Graduate, No,1800000,5300000,2,679, Approved
 Graduate, Yes,9300000,19000000,14,689, Approved
 Not Graduate, Yes,6500000,13800000,10,636, Approved
 Not Graduate, No,3100000,6600000,20,837, Approved
 Not Graduate, No,2300000,8500000,12,557, Approved
 Graduate, No,500000,1700000,10,324, Rejected
 Not Graduate, Yes,3700000,9300000,14,531, Rejected
 Not Graduate, Yes,8600000,21400000,14,476, Rejected
 Graduate, No,2600000,8500000,4,775, Approved
 Not Graduate, Yes,7100000,18000000,20,477, Rejected
 Not Graduate, Yes,7000000,19800000,16,682, Approved
 Not Graduate, No,8300000,17700000,12,334, Rejected
 Graduate, Yes,6800000,23900000,12,565, Approved
 Not Graduate, Yes,9900000,25700000,2,340, Rejected
 Graduate, No,5100000,11000000,14,322, Rejected
 Graduate, Yes,3500000,10700000,8,883, Approved
 Graduate, Yes,4300000,12800000,16,346, Rejected
 Graduate, Yes,5300000,20200000,2,861, Approved
 Graduate, Yes,6400000,21900000,12,699, Approved
 Graduate, No,9300000,27200000,8,629, Approved
 Graduate, No,1100000,3100000,14,359, Rejected
 Not Graduate, No,7100000,27000000,10,430, Rejected
 Not Graduate, No,1100000,3300000,18,417, Rejected
 Graduate, No,1900000,5200000,6,896, Approved
 Not Graduate, No,1300000,3900000,16,690, Approved
 Graduate, No,7500000,22800000,16,347, Rejected
 Not Graduate, No,2400000,7000000,4,539, Rejected
 Graduate, Yes,2500000,8000000,8,464, Rejected
 Graduate, No,7500000,16200000,4,310, Rejected
 Not Graduate, No,9300000,36600000,6,431, Rejected
 Not Graduate, No,3300000,10000000,12,489, Rejected
 Not Graduate, Yes,5700000,13900000,12,775, Approved
 Not Graduate, No,300000,600000,6,365, Rejected
 Not Graduate, Yes,1200000,4500000,10,555, Approved
 Graduate, Yes,8200000,29600000,10,457, Rejected
 Not Graduate, No,5500000,12400000,8,580, Approved
 Not Graduate, No,1800000,7200000,20,496, Rejected
 Not Graduate, No,3500000,11400000,16,837, Approved
 Not Graduate, Yes,6000000,13200000,6,455, Rejected
 Graduate, Yes,2700000,9700000,20,551, Approved
 Not Graduate, Yes,5900000,20700000,10,825, Approved
 Not Graduate, Yes,2100000,4200000,18,554, Approved
 Not Graduate, Yes,2000000,5200000,18,400, Rejected
 Not Graduate, No,9000000,34300000,10,853, Approved
 Not Graduate, Yes,7600000,18800000,14,403, Rejected
 Graduate, No,500000,1500000,6,392, Rejected
 Graduate, No,6300000,19000000,20,673, Approved
 Graduate, Yes,3100000,7100000,10,498, Rejected
 Not Graduate, No,1100000,2600000,6,858, Approved
 Graduate, Yes,3900000,14300000,20,477, Rejected
 Not Graduate, Yes,8700000,28200000,12,548, Rejected
 Not Graduate, Yes,6400000,23900000,6,300, Rejected
 Graduate, Yes,200000,800000,12,483, Rejected
 Graduate, No,2400000,5800000,20,384, Rejected
 Not Graduate, No,8900000,35200000,10,894, Approved
 Not Graduate, No,6100000,14800000,10,492, Rejected
 Not Graduate, Yes,7600000,25700000,4,607, Approved
 Not Graduate, No,900000,2400000,16,701, Approved
 Not Graduate, Yes,7100000,19700000,20,890, Approved
 Not Graduate, Yes,5000000,14600000,10,808, Approved
 Graduate, Yes,2000000,7400000,20,596, Approved
 Graduate, Yes,2600000,6200000,14,421, Rejected
 Graduate, Yes,7000000,14900000,20,495, Rejected
 Graduate, No,3900000,9800000,6,604, Approved
 Graduate, No,8400000,32600000,4,509, Approved
 Graduate, Yes,200000,600000,8,852, Approved
 Not Graduate, Yes,1900000,6700000,16,893, Approved
 Not Graduate, Yes,9200000,33000000,14,874, Approved
 Not Graduate, Yes,300000,500000,6,386, Rejected
 Graduate, No,6300000,18100000,4,590, Approved
 Not Graduate, No,6100000,23500000,14,510, Rejected
 Graduate, Yes,7800000,25600000,6,523, Rejected
 Graduate, Yes,2000000,6700000,8,461, Rejected
 Not Graduate, No,1900000,5600000,2,832, Approved
 Not Graduate, Yes,3300000,9600000,18,896, Approved
 Not Graduate, Yes,9500000,26000000,2,732, Approved
 Graduate, Yes,3500000,13900000,16,301, Rejected
 Graduate, No,4400000,15800000,4,701, Approved
 Not Graduate, No,2000000,4000000,14,502, Rejected
 Not Graduate, No,9200000,19500000,12,742, Approved
 Not Graduate, No,2200000,5000000,2,755, Approved
 Not Graduate, No,1900000,7100000,2,834, Approved
 Graduate, Yes,8700000,18400000,12,394, Rejected
 Graduate, Yes,9700000,19700000,4,663, Approved
 Graduate, No,9400000,20300000,10,649, Approved
 Not Graduate, Yes,8000000,23200000,14,738, Approved
 Not Graduate, No,1000000,2000000,4,524, Rejected
 Not Graduate, No,5300000,14600000,16,855, Approved
 Graduate, Yes,1400000,5400000,20,304, Rejected
 Graduate, Yes,1600000,3800000,12,532, Rejected
 Graduate, Yes,3400000,8500000,6,584, Approved
 Graduate, No,7800000,28700000,4,447, Approved
 Not Graduate, No,7100000,19900000,14,852, Approved
 Not Graduate, Yes,6000000,13100000,2,368, Rejected
 Not Graduate, Yes,8200000,28900000,10,447, Rejected
 Graduate, No,3900000,11400000,20,867, Approved
 Not Graduate, Yes,8400000,17600000,12,397, Rejected
 Graduate, No,9700000,19400000,20,798, Approved
 Not Graduate, Yes,8300000,26300000,20,530, Rejected
 Graduate, No,2500000,9900000,16,356, Rejected
 Graduate, No,6100000,24000000,18,718, Approved
 Not Graduate, No,5000000,13000000,10,459, Rejected
 Not Graduate, No,9500000,22200000,8,571, Approved
 Graduate, No,5700000,20500000,8,412, Rejected
 Graduate, Yes,5000000,12500000,20,604, Approved
 Not Graduate, Yes,8600000,20600000,16,449, Rejected
 Not Graduate, No,1400000,5300000,12,778, Approved
 Graduate, No,5900000,21200000,16,476, Rejected
 Graduate, Yes,4100000,10400000,12,727, Approved
 Graduate, No,7400000,18500000,8,818, Approved
 Graduate, Yes,7100000,19300000,16,738, Approved
 Graduate, Yes,5300000,18200000,16,546, Rejected
 Not Graduate, No,6600000,14100000,2,471, Rejected
 Not Graduate, No,2800000,10600000,4,860, Approved
 Not Graduate, Yes,1600000,4400000,4,364, Rejected
 Graduate, Yes,8500000,25300000,20,557, Approved
 Not Graduate, Yes,5200000,20700000,12,612, Approved
 Not Graduate, Yes,6400000,19300000,6,414, Rejected
 Graduate, No,1300000,2900000,4,372, Rejected
 Graduate, No,5600000,11600000,12,466, Rejected
 Graduate, Yes,9000000,19800000,20,348, Rejected
 Not Graduate, Yes,7800000,17200000,4,597, Approved
 Not Graduate, Yes,4000000,11000000,8,791, Approved
 Graduate, Yes,700000,1800000,12,400, Rejected
 Graduate, Yes,7300000,18700000,16,813, Approved
 Not Graduate, Yes,5200000,15400000,4,675, Approved
 Not Graduate, No,6200000,18200000,18,324, Rejected
 Graduate, No,1100000,3600000,8,693, Approved
 Not Graduate, Yes,5600000,13700000,8,491, Rejected
 Graduate, Yes,3400000,9800000,8,559, Approved
 Graduate, No,1500000,4900000,16,392, Rejected
 Not Graduate, No,5800000,18600000,18,532, Rejected
 Not Graduate, No,9800000,29400000,8,592, Approved
 Not Graduate, No,8300000,23100000,4,459, Rejected
 Graduate, Yes,500000,1200000,4,627, Approved
 Graduate, No,1900000,6100000,2,462, Approved
 Not Graduate, Yes,9700000,24700000,14,600, Approved
 Not Graduate, No,1800000,6200000,18,366, Rejected
 Graduate, Yes,3300000,9700000,14,356, Rejected
 Graduate, No,900000,2300000,16,590, Approved
 Graduate, Yes,8200000,28900000,4,485, Approved
 Not Graduate, Yes,500000,1700000,18,617, Approved
 Graduate, Yes,1000000,2600000,8,664, Approved
 Not Graduate, No,7100000,27900000,8,583, Approved
 Graduate, Yes,200000,400000,18,859, Approved
 Graduate, No,3100000,7300000,14,504, Rejected
 Graduate, No,700000,2300000,16,688, Approved
 Not Graduate, No,1800000,5700000,2,422, Approved
 Not Graduate, Yes,8400000,27000000,8,746, Approved
 Graduate, No,7400000,17500000,20,317, Rejected
 Not Graduate, Yes,6700000,20200000,6,701, Approved
 Graduate, Yes,1700000,6000000,16,754, Approved
 Not Graduate, Yes,300000,600000,10,515, Rejected
 Graduate, Yes,3800000,8800000,12,670, Approved
 Graduate, Yes,1300000,4000000,8,407, Rejected
 Not Graduate, Yes,3100000,10900000,12,884, Approved
 Graduate, Yes,200000,400000,20,882, Approved
 Not Graduate, Yes,8100000,24700000,6,595, Approved
 Not Graduate, Yes,8900000,22900000,4,757, Approved
 Graduate, Yes,4200000,8500000,4,386, Rejected
 Not Graduate, Yes,4100000,11100000,18,756, Approved
 Not Graduate, No,8300000,25700000,12,453, Rejected
 Not Graduate, No,7500000,25200000,8,316, Rejected
 Graduate, No,2100000,7700000,6,703, Approved
 Graduate, No,1400000,3200000,8,753, Approved
 Not Graduate, No,6900000,23500000,2,621, Approved
 Graduate, Yes,2500000,9100000,10,852, Approved
 Not Graduate, Yes,3800000,9400000,12,301, Rejected
 Not Graduate, Yes,7700000,29300000,10,359, Rejected
 Not Graduate, No,3200000,6600000,16,534, Rejected
 Not Graduate, Yes,8600000,20000000,10,704, Approved
 Not Graduate, Yes,3800000,13700000,16,662, Approved
 Graduate, No,8400000,31100000,18,599, Approved
 Graduate, No,1600000,5400000,4,319, Approved
 Not Graduate, No,7800000,19400000,16,549, Rejected
 Graduate, Yes,9400000,21000000,12,443, Rejected
 Not Graduate, Yes,9900000,26700000,10,550, Approved
 Not Graduate, No,2400000,8000000,18,393, Rejected
 Graduate, Yes,7500000,15100000,8,488, Rejected
 Graduate, No,3300000,11800000,16,845, Approved
 Graduate, No,5500000,19000000,2,382, Approved
 Not Graduate, No,2400000,7500000,12,357, Rejected
 Not Graduate, Yes,8700000,27500000,16,815, Approved
 Not Graduate, No,9600000,26000000,16,368, Rejected
 Graduate, No,8400000,19800000,16,674, Approved
 Not Graduate, No,9200000,23900000,10,335, Rejected
 Graduate, Yes,4600000,12600000,2,355, Rejected
 Not Graduate, No,7600000,17500000,6,510, Rejected
 Graduate, No,8500000,17800000,4,698, Approved
 Not Graduate, Yes,3100000,8200000,18,408, Rejected
 Graduate, Yes,4900000,13100000,18,401, Rejected
 Not Graduate, Yes,5800000,14000000,14,418, Rejected
 Not Graduate, No,5700000,21300000,4,697, Approved
 Graduate, No,3200000,12200000,14,683, Rejected
 Not Graduate, Yes,8000000,31500000,16,763, Approved
 Not Graduate, No,5000000,11400000,6,336, Rejected
 Not Graduate, Yes,2900000,8300000,10,693, Approved
 Not Graduate, No,6400000,23900000,18,745, Approved
 Graduate, No,6300000,22500000,18,629, Approved
 Not Graduate, No,5900000,23300000,16,581, Approved
 Graduate, No,8100000,29600000,4,672, Approved
 Graduate, Yes,7100000,20100000,4,700, Approved
 Not Graduate, No,1400000,4400000,14,787, Approved
 Graduate, Yes,2300000,8000000,8,300, Rejected
 Graduate, No,7400000,16100000,4,655, Approved
 Graduate, Yes,5300000,13300000,12,572, Approved
 Graduate, Yes,7700000,16400000,2,663, Approved
 Not Graduate, No,5000000,10700000,16,726, Approved
 Not Graduate, Yes,6000000,12300000,12,680, Approved
 Graduate, No,1400000,2700000,2,685, Approved
 Not Graduate, Yes,9400000,23100000,6,762, Approved
 Not Graduate, No,5200000,17200000,18,768, Approved
 Graduate, No,3100000,11100000,8,504, Rejected
 Not Graduate, Yes,8400000,20500000,12,796, Approved
 Not Graduate, No,1200000,2900000,18,348, Rejected
 Not Graduate, Yes,4800000,13100000,6,717, Approved
 Not Graduate, Yes,9200000,34200000,4,565, Approved
 Not Graduate, No,5300000,10900000,6,647, Approved
 Graduate, No,4700000,10900000,2,626, Approved
 Not Graduate, No,6500000,24700000,6,554, Approved
 Graduate, Yes,3200000,11500000,20,864, Approved
 Graduate, No,4600000,12500000,6,406, Rejected
 Graduate, No,700000,1800000,10,650, Approved
 Not Graduate, Yes,7600000,16500000,8,534, Rejected
 Graduate, No,1200000,2600000,8,872, Approved
 Graduate, No,5100000,16500000,12,845, Approved
 Not Graduate, Yes,4300000,16300000,14,792, Rejected
 Graduate, No,300000,1200000,18,544, Rejected
 Graduate, Yes,4000000,13000000,10,552, Approved
 Not Graduate, No,3900000,14900000,12,837, Approved
 Not Graduate, Yes,6900000,21300000,18,845, Approved
 Not Graduate, Yes,7000000,24100000,10,677, Approved
 Graduate, No,6300000,18300000,20,430, Rejected
 Graduate, Yes,8900000,22500000,12,887, Approved
 Not Graduate, Yes,5700000,19400000,8,544, Rejected
 Not Graduate, Yes,5200000,18300000,10,355, Rejected
 Graduate, No,7400000,17500000,4,540, Rejected
 Graduate, No,6500000,16000000,14,444, Rejected
